Posted Date,Reference Number,Payee,Address,Amount
02/28/2020,55431400058630191881838,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-2.19
02/28/2020,05410190058091016479737,"TARGET 00032508 AUSTIN TX","AUSTIN        TX ",-12.27
02/28/2020,55310200058838007032799,"TACO BELL #032513 AUSTIN TX","AUSTIN        TX ",-1.50
02/27/2020,55436870058730588967957,"ARAMARK SAC CFA AUSTIN TX","AUSTIN        TX ",-8.81
02/27/2020,55500360058400216000174,"FROZEN ROLLS CREAMERY AUSTIN TX","AUSTIN        TX ",-7.85
02/27/2020,55432860058200666412115,"STARBUCKS 800-782-7282 WA","800-782-7282  WA ",-25.00
02/27/2020,55541860057004030139720,"NIKE.COM 800-806-6453 OR","800-806-6453  OR ",-43.30
02/26/2020,55436870057150577948069,"ARAMARK CHICK FIL A AUSTIN TX","AUSTIN        TX ",-10.01
02/26/2020,55432860057200317764493,"SQ *TAPIOCA HOUSE. Austin TX","Austin        TX ",-4.54
02/26/2020,75454910056900016962844,"KFTEAUSA_31 AUSTIN TX","AUSTIN        TX ",-5.41
02/26/2020,55431400056630158839524,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-3.91
02/25/2020,55432860056200164499673,"487PEPSIVEN9147678600 AUSTIN TX","AUSTIN        TX ",-3.00
02/25/2020,55431400055630144585430,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-2.19
02/24/2020,55432860053200443393401,"STARBUCKS 800-782-7282 WA","800-782-7282  WA ",-25.00
02/22/2020,55432860053200367289544,"NCS AAMC MCAT EXAM 800-511-3478 MN","800-511-3478  MN ",-95.00
02/22/2020,05410190052091016461988,"TARGET 00032508 AUSTIN TX","AUSTIN        TX ",-1.61
02/21/2020,55436870052160520185656,"ARAMARK CHICK FIL A AUSTIN TX","AUSTIN        TX ",-6.48
02/21/2020,05410190051091016597816,"TARGET 00032508 AUSTIN TX","AUSTIN        TX ",-7.66
02/21/2020,05410190051091016092073,"TARGET 00032508 AUSTIN TX","AUSTIN        TX ",-7.54
02/21/2020,55431400051630180565282,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-2.70
02/20/2020,55431400050630164496976,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-5.96
02/19/2020,55432860050200680478074,"STARBUCKS 800-782-7282 WA","800-782-7282  WA ",-25.00
02/19/2020,05410190049091016170957,"TARGET 00032508 AUSTIN TX","AUSTIN        TX ",-4.97
02/19/2020,05410190049091016083945,"TARGET 00032508 AUSTIN TX","AUSTIN        TX ",-5.98
02/19/2020,55431400049630148235932,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-4.67
02/19/2020,55431400049630148236658,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-1.59
02/18/2020,55431400048630133265382,"UT H&F FOOD SERVICE AUSTIN TX","AUSTIN        TX ",-8.27
02/17/2020,05436840048500136773517,"WENDY'S 126 AUSTIN TX","AUSTIN        TX ",-2.15
